"ID","Year","StateID","Jan","Feb","Mar","Apr","May","June","July","Aug","Sept","Oct","Nov","Dec"
"0120022000",2000,12,26.7,36.7,45.4,50.4,64.2,70.4,71.8,72,64.4,57.2,40.3,19.2
"0120022001",2001,12,26.9,33.5,37.2,56.5,64,69.1,73.7,73.8,63.6,53.7,49,36.9
"0120022002",2002,12,34.1,35.2,38.3,53.5,58.4,72.9,77,74.8,69.2,52.4,39.9,31.7
"0120022003",2003,12,21.6,25.7,42.1,53.2,60.5,67.1,73,73.8,63.4,52.9,46,33.5
"0120022004",2004,12,24.5,29.9,44.3,53.3,65.9,69.5,72,68.6,67.1,54.8,45.9,30.8
"0120022005",2005,12,29.9,34.8,37.3,54,59.2,73.4,75,74.9,69.2,55.2,44.6,26.7
"0120022006",2006,12,39.1,31.7,40.7,55.7,60.1,69.8,75.4,73.6,62.5,51.1,44.1,37.3
"0120022007",2007,12,32.2,20.2,47,49.4,66.2,72.1,71.9,76.8,69,60.2,41.9,32.5
"0120022008",2008,12,27.7,28.2,38.6,52.3,58.1,72.2,73.3,71.2,67.6,53.7,40.5,29.1
"0120022009",2009,12,21.3,32.2,44.2,51.5,62,71.6,69.2,70.7,65.5,50.5,46.3,30.4
"0120022010",2010,12,23.9,25.7,43.6,57.3,64.3,74.1,76.4,75.6,67.2,56,42.8,24.3
"0120022011",2011,12,23.7,31.2,41.7,53,62.1,72.2,78.8,73.1,63.6,53.9,46.9,36.6
"0120022012",2012,12,32.4,35.4,55,52.9,67.7,71.6,80.2,71.9,64.2,52.1,40,38.2
"0120022013",2013,12,29.9,30.2,34.8,50.8,64.4,70.8,72.3,71.5,66.9,54.3,39.2,29.4
"0120022014",2014,12,19.4,22,34.1,52.4,62.9,72.6,69.1,72.4,64,53.8,35.6,34.6
"0120022015",2015,12,25.3,19.3,37.2,52.9,65,71,72.9,70.6,68.8,55.6,46.6,42.5
"0120022016",2016,12,27.5,33.9,47.3,52,60.6,72.9,74.6,75.7,69.9,59.5,47,29.8
"0120022017",2017,12,33.8,41.3,42.6,57,60.9,71.1,74.2,70,67.2,57.6,42.4,29.6
"0120022018",2018,12,24.5,35.1,38.2,45.1,69.7,73.4,74.1,74,69.9,54.9,36.8,35.4
"0120022019",2019,12,27,32.3,37.2,52.2,62.6,69.9,76.3,72.3,70.8,55.5,36.5,36.2
"0130021998",1998,13,23.5,34.8,32.8,49.7,65,67.1,73.8,72.9,68.2,53.1,40.7,29.4
"0130021999",1999,13,17,32.9,36.3,50,60.5,68.9,76.8,70,61.3,50.9,44.3,27
"0130022000",2000,13,21.6,32.5,43.1,49.4,62.8,67.7,72.2,72.7,64.6,54.8,32.2,10
"0130022001",2001,13,20.8,18.1,30.2,52.7,60.9,68.3,75.1,72.5,61.2,50.2,48,30.7
"0130022002",2002,13,28.6,29.8,31,48.9,56.8,72.4,76.5,70.9,65.3,46.2,34.7,28.9
"0130022003",2003,13,19.1,20.4,35.1,50.4,57.9,67.3,73,74.1,61.1,52.4,35.9,28.2
"0130022004",2004,13,17.7,22.7,40.8,51.1,60.7,66.9,70.5,66.2,66.4,51.9,40.6,26.6
"0130022005",2005,13,18.9,31.2,36,53.4,57.8,72.6,74.7,71.5,67.6,52.6,39.6,19.5
"0130022006",2006,13,32.4,25.1,36.5,53.8,60.6,70,75.9,72.1,60,47.9,39.3,31.1
"0130022007",2007,13,21.6,15.5,41.8,46.7,64.7,70.4,73.7,74.2,64.7,55.9,37.2,20.3
"0130022008",2008,13,16.6,17,32.6,46,57.4,69.3,73.1,69.9,63.5,50.7,37.3,17.6
"0130022009",2009,13,13.2,26.7,37.1,47,59.8,68.9,68,68.3,63.3,44.9,43.4,19.8
"0130022010",2010,13,13.6,17.3,38.4,55.2,59.9,70.8,74.6,74.4,63.1,53.9,38,19.1
"0130022011",2011,13,14.8,22.6,35.1,47.6,59.1,69.6,78,72,60.2,53.4,39.4,29.1
"0130022012",2012,13,26.5,29.6,51.6,52.4,65,71.4,79.6,71,62.1,48.8,39.1,27.7
"0130022013",2013,13,22,24.2,29,43.8,59,68.9,72.3,71.9,67,50.5,33.9,17.4
"0130022014",2014,13,14.2,13.2,29.7,47.5,60,70.2,68.8,71.2,62,51.2,29.3,28.2
"0130022015",2015,13,21.6,14.5,37.3,51.1,60,69.4,72,68.9,68.4,53,42,33
"0130022016",2016,13,19.6,28.6,42.4,50.1,59.5,73,72.8,72,67.3,55.3,45.1,22.9
"0130022017",2017,13,24.2,34.5,37.5,51.1,58.5,71.1,74.7,67.8,66.7,53.3,36.2,24.4
"0130022018",2018,13,17.8,20.5,35.2,39.3,67,73.1,73.1,71.8,65.9,48.2,30,28
"0130022019",2019,13,18.7,15.3,31.1,49.2,56.6,69.3,75.1,69.6,68.2,47.1,32.4,29.2
"0140021998",1998,14,32.6,39.6,38.2,51.9,67.9,73.6,79.6,77.9,74.4,58.5,47.1,34.5
"0140021999",1999,14,31.7,42.8,42.8,53.5,63.1,71,80.4,77.5,65.4,56.5,50.4,36.8
"0140022000",2000,14,33.3,41,46.3,53.8,66.5,72,79,83,71.1,59.4,36.8,24.2
"0140022001",2001,14,31,30.4,41.1,58.3,65.1,72.9,83,79,67.9,56.2,49.2,36.9
"0140022002",2002,14,33.8,35.9,39.2,56.4,62.1,76.9,80.7,78.4,70.4,50.5,42.4,35.5
"0140022003",2003,14,31.8,31.3,44.2,56.1,62.9,70.4,81.8,80.2,65.1,58.3,42.2,35.3
"0140022004",2004,14,30.4,31.8,49.2,54.9,66.9,71.2,75.2,72.7,70.8,57.8,44.2,35.7
"0140022005",2005,14,29.9,39.2,44.7,55,64.1,74.7,78.7,77.3,72.2,57.7,46.4,30.8
"0140022006",2006,14,41.3,34.5,45.6,59.6,65.8,75.8,81.1,78.8,64.4,55.1,44.6,35.9
"0140022007",2007,14,27,30,52.3,50.9,65.9,72.3,78,81.5,70.5,59.1,44.1,29.3
"0140022008",2008,14,30,32.3,43.2,50.5,63,73.8,78.6,75.2,66.4,55.4,44.6,29.9
"0140022009",2009,14,31.4,39.7,44.4,52.1,63,74.4,75.6,74.4,65.3,48.8,47.6,26.5
"0140022010",2010,14,27.2,29.9,44.2,57.8,62.1,77,79.6,79.7,70.8,59.1,43.6,32.3
"0140022011",2011,14,27.3,30.2,44.1,55.2,62.6,76.8,84.9,80.9,66.2,57.5,43.7,33.1
"0140022012",2012,14,36.1,37.1,55.5,59.2,69,77.5,84.4,76.5,68.2,54,46.5,34.6
"0140022013",2013,14,32.3,33.6,40.3,48.4,63.3,75.2,77.2,76.5,72.1,55.2,41.3,29.2
"0140022014",2014,14,29.6,27.8,40.6,54,64.7,73.6,75.4,78.3,68.2,58.9,38.5,34.6
"0140022015",2015,14,32.1,31.2,46.8,56.4,61.7,75.8,78.9,75.2,74.2,59.2,46.5,37.6
"0140022016",2016,14,32,40.8,49.7,56.3,61.6,77.5,79.7,76.4,70.8,61.5,49.9,29.8
"0140022017",2017,14,33,43.1,48.9,55.6,62.2,75.1,80.1,73.1,70.5,57.6,45.2,33.6
"0140022018",2018,14,29.9,31.9,45.9,47.6,71.1,78.2,78.7,75.7,70.1,53.6,38.2,34.3
"0140022019",2019,14,31.3,27.9,39.4,55.4,60.5,72.4,78.6,77.1,75.2,51.1,40.2,36.7
"0150021998",1998,15,40.8,42.4,46.5,54.5,67.9,73.5,76,75.4,73,59.2,48.3,40.7
"0150021999",1999,15,37.5,41.4,41.7,58.4,64.9,73.5,79.5,75.3,68.1,56.8,51.3,38.7
"0150022000",2000,15,33.8,43.1,50.1,53.9,67,73.1,74.5,74.8,67.2,59.6,44.2,26.7
"0150022001",2001,15,31.8,41.3,41.4,59.9,66.2,71,75.7,76.4,66.3,56.1,51.2,41.8
"0150022002",2002,15,37.9,38.8,45.6,58.6,62.1,74.3,78.3,77.2,71.7,57.4,43.6,36.5
"0150022003",2003,15,28.4,33.6,48.8,57.7,64.2,68.7,75.2,75.9,66.2,56.7,50.5,37
"0150022004",2004,15,32.5,36.9,49.3,55.8,69.2,72.1,74.3,71.2,68.7,60,50.5,36.4
"0150022005",2005,15,39,40.9,42.6,57,61.7,73.9,77.4,78,71.5,57.9,48.2,33.3
"0150022006",2006,15,43.1,36.2,46.1,60.3,62.6,71.4,76.7,77.4,64.8,54.2,47.3,41.6
"0150022007",2007,15,38,29.8,53.3,53.5,67.8,73.7,74.6,80.9,71.9,62.4,46,40.7
"0150022008",2008,15,33.3,37.5,45.2,55.4,61.8,74.3,75.2,73.9,71,56.7,43.2,36.7
"0150022009",2009,15,30.2,38.9,48.1,55.8,64.8,73.9,71.8,73.6,69,53.8,49.2,35.6
"0150022010",2010,15,29.8,30.6,46.5,59.9,67.3,77,78.4,78.3,70,58.2,47.1,29
"0150022011",2011,15,30.2,39.1,47.9,58.8,64.2,74.2,79.5,75.8,66.9,55.6,49.9,41
"0150022012",2012,15,38.7,41.2,58,57.3,69.4,72.5,80.5,74.6,67.3,55.2,43.2,43
"0150022013",2013,15,36.7,36.8,39.4,55.2,64.9,72.9,74,73.7,69.1,57.6,42.8,37.4
"0150022014",2014,15,26.8,33.2,41.5,57.4,66.1,74.1,72.6,75.1,68.2,57.6,39.8,39.7
"0150022015",2015,15,32.2,26.3,44.5,57.4,67.3,74.2,76.5,72.8,70.2,57.8,50.9,48.7
"0150022016",2016,15,31.6,38.9,51.8,57.3,62.9,74.9,77.9,78,72.2,62.7,49.9,37
"0150022017",2017,15,40.9,46.2,47.9,61.5,65,71.7,76.9,73.1,68.3,59.4,47.1,35.8
"0150022018",2018,15,30,44.6,44.1,50.7,71.8,75.5,76.6,75.8,73.1,58.9,41.9,40.5
"0150022019",2019,15,35.1,42.3,43.1,57.8,68.4,71.9,77.4,75.6,74.8,60,41.2,42.1
"0160021998",1998,16,53.3,53.2,57.8,64.4,76.8,83.4,85.4,83.8,80.6,70,61.4,53.6
"0160021999",1999,16,54.1,57.8,58.4,70.6,73.6,79.8,82.1,84.8,75.8,66.7,59.6,50.9
"0160022000",2000,16,52.6,57.7,63.6,64.9,76.6,79.8,83.2,84.3,77.7,67.5,55.3,43.7
"0160022001",2001,16,45.6,56.6,55.3,69.9,74.3,78.3,82.4,81.4,75.4,64.4,61.9,54.4
"0160022002",2002,16,51.4,49.3,58.1,69.6,73.9,79,82.3,81.6,78.6,69.4,55.7,50.8
"0160022003",2003,16,45.6,50.7,58.6,66.7,76.4,79.6,81.3,82.5,76,67.8,61.9,49.4
"0160022004",2004,16,50.2,49.1,63.2,65.9,73.9,79.2,81.4,79.6,77.8,73.9,61.8,49.7
"0160022005",2005,16,53.9,55.3,57.8,65.6,72.6,80.2,82.5,83.5,81.3,67.2,61,49.2
"0160022006",2006,16,55.4,50.9,61.8,71,74.2,80.1,82.2,83.7,75.9,68,58,52.1
"0160022007",2007,16,49.6,50.6,63.4,63.9,73.9,80.1,80.2,84.1,78.6,69.1,59.7,55.4
"0160022008",2008,16,48.4,55.2,60,66.5,73.8,81.2,82.9,81.1,75.4,65.9,56.8,52.5
"0160022009",2009,16,50.5,55.6,60.4,65.5,74.3,81.6,82.6,81.2,77.4,66.7,58.3,48.1
"0160022010",2010,16,45.6,44.8,55.1,67.6,77.3,83.5,83.4,85,79.8,68.3,59,48.1
"0160022011",2011,16,46.9,52.5,62,70.4,73.7,83.8,84.1,86.7,76,65.5,59.7,51.3
"0160022012",2012,16,55.2,56.1,67.4,69.4,76.3,80.7,82.3,82,77.4,65.8,57,55
"0160022013",2013,16,52.5,54.2,55.3,64.6,71.7,80.9,80.7,82,79.9,68.6,55,49.6
"0160022014",2014,16,43.4,50.2,55,65.5,71.8,79.8,80,81.3,78.1,69,53.1,53.7
"0160022015",2015,16,47.2,47.5,60.5,69.8,74.8,80.5,84.2,82.6,78.5,69.7,62.7,59.1
"0160022016",2016,16,48.8,55.1,63.8,68.2,73.3,80.9,83.7,82.4,80.2,71.4,62.4,54.7
"0160022017",2017,16,56.8,61.7,64.4,69.4,71.8,78.5,82.4,81,77,69.2,61.6,50.8
"0160022018",2018,16,44.2,60.5,62.2,62.7,77.8,82.1,83.5,82,80.2,70.7,54.8,52.6
"0160022019",2019,16,49.9,57.6,58.2,65.2,76,80.2,81.8,83.5,82.2,69.1,54.7,54.1
"0170021998",1998,17,17.8,24.2,29.6,41.4,56.5,59.7,66.1,64.8,56.7,45.2,33.7,26.2
"0170021999",1999,17,14.3,21.4,31,40.4,55.4,64.8,67.8,63.9,61.7,42.4,37.3,25.2
"0170022000",2000,17,14.1,18.2,32.6,39.1,49.5,59.4,63,63.1,54.5,44.6,35.6,17.5
"0170022001",2001,17,14,16,24.2,38.1,54.4,63,64.2,67,57.7,47.1,37.4,28.7
"0170022002",2002,17,21,20.4,26.9,39.9,48.8,58.3,65.6,66.7,59.3,41.7,30.7,21.1
"0170022003",2003,17,9.2,12.2,24.2,35.7,49.6,61.2,65.9,66,58.4,44.6,35.4,23
"0170022004",2004,17,6.4,18,28.7,39.6,51.9,57.5,64.6,64.6,56.2,45.5,33.2,19.1
"0170022005",2005,17,11.5,19.6,25,41.1,47.2,63.2,66.6,65.5,58.5,47.2,35.3,21.3
"0170022006",2006,17,22.6,19,29,42.3,53.2,63.3,68.9,61.7,56.1,44.9,38.9,27.8
"0170022007",2007,17,17.3,11.6,25.8,37,51.2,61.1,64.6,63.5,57.2,49.6,31.7,18
"0170022008",2008,17,18.6,18.5,23.1,41.5,50,61.2,67.7,63.1,56.2,44.2,35,20.2
"0170022009",2009,17,7.9,18.9,26.2,41.9,51.1,58.7,63,66.1,54.9,41.2,38.5,21.9
"0170022010",2010,17,20.3,24.6,34.6,44.9,54.6,60.8,69.2,65.2,58.3,45.2,34.5,23.4
"0170022011",2011,17,15.9,16.2,26.8,39,51.9,60.2,67.6,64.8,59,47.6,38.8,26
"0170022012",2012,17,18.2,21.4,34.3,42.2,53.8,60.2,67.6,67.4,55.9,48.2,32.7,24.4
"0170022013",2013,17,15.8,20,30.3,39.1,52.3,60.8,68.3,63.7,56.7,47.3,32.3,17
"0170022014",2014,17,14.2,15.7,18.1,38.7,51.7,61.6,67.2,64.4,56.4,48.5,31.8,26
"0170022015",2015,17,11.7,5.2,21.6,37.8,55.7,57.5,64.8,67.2,61.8,43.2,37,31.2
"0170022016",2016,17,20.1,21.9,29.2,37.3,52.8,60.5,67,66.6,59.1,46.9,37.2,20.5
"0170022017",2017,17,21.5,20.6,22.2,42,50.7,61,65.2,63.3,61.1,52,32.4,16.4
"0170022018",2018,17,15,22.7,28.9,36.5,53.5,59,68.8,68,57.9,41.9,28.6,20.4
"0170022019",2019,17,14.1,16.3,24.7,38.8,48.1,59.5,68.3,64.5,55.3,46.1,29.6,22.8
"0180021998",1998,18,40.3,40.5,44.9,55.1,65.3,70.6,75.4,75.1,71.5,57,46.7,41.7
"0180021999",1999,18,36.1,37.5,41,53.5,63.2,71.3,78.9,75,67.4,54.8,50.7,39.1
"0180022000",2000,18,32.5,38.7,48.4,52.7,64.9,72.4,72,72.6,65.7,57.2,43.3,29.2
"0180022001",2001,18,32.2,38,40.4,54.5,62.6,72.4,72.3,76,65.6,56.5,50.8,42.6
"0180022002",2002,18,39,39.8,45.4,56.6,62,73,77.6,77.2,69.4,56.3,44.7,34.3
"0180022003",2003,18,28.6,31,44.4,52.6,59.7,69.5,75.5,76.1,67.8,54.7,50.6,36.5
"0180022004",2004,18,28.1,34.5,45.6,54.3,69.3,70.8,75.5,73.5,68.7,55.7,48.3,37.7
"0180022005",2005,18,33.9,36.5,39.7,54.7,58.7,72.8,77.6,77,71.1,57.8,48.5,33.7
"0180022006",2006,18,41.1,36.1,44.3,56.3,62.1,71.6,77.6,76.9,65.3,55,49.1,42.8
"0180022007",2007,18,38.5,28.3,44.9,51.1,64.6,72.6,75.4,76.3,69.6,63.3,45.6,38.1
"0180022008",2008,18,35.7,37.2,44.8,55.6,60.4,74.3,76.2,72.6,68.8,55.2,44.4,38.6
"0180022009",2009,18,29.3,37.2,43.1,54.8,63.4,71,73.5,76.2,66.4,55.4,49.6,35.4
"0180022010",2010,18,32.2,30.8,47.4,57.5,65.7,76.2,79.1,76.4,70.2,57.8,46.1,30.8
"0180022011",2011,18,29.6,37.6,43.7,56.7,65.8,74,79.6,75.1,69,55.9,49.5,41.8
"0180022012",2012,18,37.4,40.5,52.7,54.2,67.7,71.7,79.8,75.8,67.8,57.5,42.6,42.2
"0180022013",2013,18,36.3,34.5,39.7,54.4,62.8,72.7,77.8,72.4,66,58.1,43.3,38.6
"0180022014",2014,18,27.7,32.8,38.2,52.7,64.2,72.3,74.7,71.7,68,58.2,42.7,39.6
"0180022015",2015,18,30.7,25.3,39.4,54,67.6,73,75.9,73.9,70.8,55.6,50.5,48.6
"0180022016",2016,18,32.1,36.9,49.4,53.1,60.9,72.2,78.4,78,71.5,59.4,47.7,38
"0180022017",2017,18,38.3,43.7,43.1,59.5,62.2,72.6,77.4,72.8,68.3,61.2,45.8,35.3
"0180022018",2018,18,31,41.6,39.3,50.7,68.8,72.1,76.2,77.1,72.7,59,43.4,39.2
"0180022019",2019,18,34,37.6,42.1,57.8,67.3,72.5,78.6,75.6,71.4,60.3,42.6,38.9
"0190021998",1998,19,31.1,33.7,37.9,47.2,59.7,64.2,70.4,70.2,63,51.1,40.3,35.6
"0190021999",1999,19,26,30.6,36.4,46.6,57.4,68.1,73,68.5,64.3,48.9,44.8,32.8
"0190022000",2000,19,23.5,30.1,40.6,45.1,56.4,65.1,67,67,60.2,50.2,40,25
"0190022001",2001,19,24.6,27.8,32.5,45.9,57.8,67.5,67.2,71.7,61.9,51.9,44.4,35.9
"0190022002",2002,19,32.4,32.4,37.1,48.5,54.6,64,71.4,71.4,64.4,48.4,39,28.5
"0190022003",2003,19,19,22.8,34.5,42.9,54.2,64,71,71.5,62.6,48.6,42.8,31.4
"0190022004",2004,19,17.3,27.4,36.6,46.9,58.5,63.7,69,69,62.4,50,40.6,30
"0190022005",2005,19,23,28.2,31.2,48,51.5,68.2,71.4,72.1,64.8,52.1,42.2,28
"0190022006",2006,19,32.9,28.2,35.4,47.7,56.1,66.4,73.3,68.3,60.3,50,45.8,37
"0190022007",2007,19,29.9,22.4,34,43.3,58.4,65.6,70.1,69.4,63.3,56,38.7,28.4
"0190022008",2008,19,28.2,28.6,34.6,47.9,54.2,67.4,72.4,67.2,62.4,49.1,39.9,31.4
"0190022009",2009,19,19.8,28.6,35.3,48.3,57,62.8,67.6,71,59.8,48.4,45.3,29
"0190022010",2010,19,25.9,29.3,41.4,50.6,60.3,67.6,74.1,70.1,64.6,51.5,41,27.8
"0190022011",2011,19,22.4,25.5,35.4,47.7,58.5,65.2,72.8,69.8,64.9,52.6,45.4,35.8
"0190022012",2012,19,30.4,33.6,44.1,48.7,60.4,65,73,71.5,61.9,53.5,39.2,34.7
"0190022013",2013,19,27.5,28.4,34.9,46.3,57.7,67,75,68,60.8,51.8,38.8,29.4
"0190022014",2014,19,23,24.1,29.1,45.9,57.2,65.9,71.2,67.2,62.3,53.3,38.8,34.7
"0190022015",2015,19,21.8,14.6,29.3,45.5,61.8,63.6,71,71.1,66.2,50.1,44.7,41.8
"0190022016",2016,19,28.5,30.9,41,45,57.2,66.1,72.6,72.5,64.6,52.2,42.2,31
"0190022017",2017,19,31.5,33,31.5,50.2,55.2,66,70,68,65.1,57.5,40.3,26.6
"0190022018",2018,19,24.5,34.3,34.8,42.3,60.8,64.8,73.3,73.5,65.2,50.3,37.8,32.1
"0190022019",2019,19,25.9,28.5,33.7,47.7,55.3,65.5,73.8,69.8,62,52.4,37.4,30.5
"0200021998",1998,20,24.8,32,32.8,45.7,60.4,63.8,68.8,69,62.6,50.1,39.2,29.8
"0200021999",1999,20,17.7,27.3,30.4,45.8,57.7,66.4,71.8,65.3,59.7,46.4,41,26.9
"0200022000",2000,20,19.3,26.5,38.8,42.4,56.6,63.5,66.1,66.1,58,50.8,36.2,15.9
"0200022001",2001,20,23.4,22.1,29.4,46.1,57.2,64.4,68.4,69.6,57.7,47.8,43.6,31.9
"0200022002",2002,20,27.5,27.4,27.4,43.4,49.7,65.6,72.4,68,63.3,44.5,33.7,26
"0200022003",2003,20,16.7,16.3,29.3,41.4,52.8,62.1,67.8,68.8,59.5,46.6,37.7,28.6
"0200022004",2004,20,14.3,22.6,34.5,44.2,53.8,62,66.4,63.2,63.3,49,38.2,23.5
"0200022005",2005,20,18,25.2,27.3,46.4,52,69.4,70.4,68.9,63.7,50.6,37.5,23.1
"0200022006",2006,20,29.9,22.5,32.4,47.5,56.1,64.3,71.4,67.7,57.3,44.7,38.9,31.5
"0200022007",2007,20,24.1,15.2,34.8,41.8,57.8,67.1,68,68.8,61.8,54.4,35.2,24.1
"0200022008",2008,20,22.8,18.2,27,45.7,51.2,64.8,68.3,66.5,60.6,46.8,35.7,20.8
"0200022009",2009,20,12.6,22.9,31.6,43.1,53.7,62.5,63.5,65.4,60.8,44.6,41,23.6
"0200022010",2010,20,21.3,23.1,37.6,49,58.3,64.9,71.4,70.7,58.1,49.9,37.8,22.8
"0200022011",2011,20,16.9,21.3,28.8,42,55,64.2,72.7,68.3,58.7,49.7,39.9,29.9
"0200022012",2012,20,25.1,28.4,44.7,43.9,59,66.5,73.5,67.5,58.4,47.5,36.2,30.4
"0200022013",2013,20,23,20.9,27.8,39.5,56.5,63.8,68.8,66.6,59.5,48.8,34.2,19.3
"0200022014",2014,20,12.3,12.7,21,41.2,54.6,65.2,64.8,66,58.8,47.5,30.3,28.2
"0200022015",2015,20,16.6,8,28.6,43.2,57.2,62.5,67.9,66.9,64.6,48.9,41.3,35.6
"0200022016",2016,20,22.3,25.3,36.1,40.8,55.4,64.7,70.3,70.8,63.5,51.6,42.6,25
"0200022017",2017,20,25.2,29.9,30.7,47.2,53,65.3,68.5,65.2,62.6,52.5,34.5,20.9
"0200022018",2018,20,20,23,29.6,35.2,60.2,65.2,70.5,69.8,62.4,45.9,30.8,28.7
"0200022019",2019,20,16.8,19.9,27.5,42.5,51.8,62.5,70.9,66.3,62.3,47.5,30.8,28.4
"0210021998",1998,21,14,28.8,27.5,46.8,60.4,62.1,69,68.9,62.4,47.7,31.9,19.4
"0210021999",1999,21,7.6,23.2,30.4,44.7,56.8,64.4,71.3,66.3,56.4,44.2,37.6,21.4
"0210022000",2000,21,10.3,22.8,36.4,42.2,56.7,61.5,68.6,67.6,56.6,48.2,28.4,2.5
"0210022001",2001,21,16,6.7,24.2,43.4,56.6,65.1,70.4,69.3,57.4,44.5,40.7,22.3
"0210022002",2002,21,18.1,23.8,19.5,40.4,49.8,67,72.2,66.5,60.5,37.7,27.8,21.2
"0210022003",2003,21,10.1,9.9,25.8,43.4,54.3,63.6,68.8,70.2,57.9,47,26.6,20.6
"0210022004",2004,21,5.1,16.7,30.9,43.7,51.2,60.7,66.7,60.9,62.1,46.8,34,16.8
"0210022005",2005,21,7.6,20.3,26.2,47.7,52.4,67.4,70.6,66.4,61.6,47.8,32.2,16.6
"0210022006",2006,21,24.1,12.7,29.4,48.8,56.8,65.7,73.1,67.7,56.3,42.2,32,23.8
"0210022007",2007,21,14.5,7.7,31.7,41.2,58.7,67.2,70.6,66.5,59.2,49.4,30.4,11.7
"0210022008",2008,21,8.5,9.4,23.5,39.6,51.5,62.9,68.4,66.8,58.7,46,30.8,6.9
"0210022009",2009,21,2.2,15,26,41.8,53.4,62.3,64.1,64.2,62.6,39.9,37.8,12
"0210022010",2010,21,8.8,12.8,35.8,50,56,63.8,70.4,70.2,55,49.1,30.7,11.5
"0210022011",2011,21,5,13.2,23.6,41.6,53.6,63.4,72.7,68.2,57.5,49.9,32.9,22.7
"0210022012",2012,21,18.4,22.4,41.8,45.5,58.3,66.8,74.3,66.7,57.3,43.2,31,16.8
"0210022013",2013,21,11.4,13,20.6,34,53.2,63.9,69,67.8,61.5,44.9,27.6,5
"0210022014",2014,21,2.3,3.8,19.6,38.4,54.3,65,66.7,67.1,58.5,46.2,21.4,20.4
"0210022015",2015,21,13.7,5.6,30.7,44.6,54.2,64.7,69.5,65.9,63.8,47.9,36.5,24.8
"0210022016",2016,21,12.6,19.9,35.7,42.5,56.7,65.6,69.3,68.1,60.7,48.2,40.2,15.3
"0210022017",2017,21,14.6,23.9,28.2,44.4,53.6,65,69.2,64,60.8,47.1,27.4,13.4
"0210022018",2018,21,10.4,8.6,27.5,32.7,61.1,67,69.7,67.4,59,40.7,22.8,20.2
"0210022019",2019,21,6.6,5.3,22.6,41.4,50.5,64.4,70.4,65.2,60.2,42.4,26,16.6
"0220021998",1998,22,48.7,49.9,54.9,62.2,74.1,81.6,82.9,81.4,78.8,67.6,58,50.1
"0220021999",1999,22,49.8,53.3,53.6,68,71.1,78.4,81.6,82.5,73.7,63.9,56.7,47.6
"0220022000",2000,22,47.3,53.2,59.8,61.3,74.4,78.1,82.2,83.2,75.4,65.2,52.1,38.4
"0220022001",2001,22,40.9,52.5,51.7,66.8,71.7,76.6,81,79.7,73,61.1,58.6,50.8
"0220022002",2002,22,47.5,46,54.9,66.7,70.9,77.8,81.1,80.1,77.6,67,51.6,46.6
"0220022003",2003,22,40.5,46.7,56.4,64.3,73,76.6,79.7,80.6,73.4,64.5,58.6,44.9
"0220022004",2004,22,45.3,45.4,59.6,62.3,72.6,77.4,79.5,76.8,74.7,70.2,58.8,45.5
"0220022005",2005,22,50.1,51.6,53.8,62.8,69.4,77.7,81,82,77.9,64.1,56.7,44.2
"0220022006",2006,22,51.5,46,57.1,68.4,71.6,78.6,82,83,73,63.4,53.5,49
"0220022007",2007,22,46.2,46,61.3,61,72.2,79.2,79.1,84.2,76.7,66.5,55.1,51.9
"0220022008",2008,22,43.5,50.1,56.3,63,71.1,79.2,81.2,78.5,74.1,62.6,52,48.3
"0220022009",2009,22,45.1,50.6,57.6,62.8,71.8,80.2,79.4,78.7,75.8,62.6,54.7,44.3
"0220022010",2010,22,40.6,40.7,52.3,65.1,74.4,82.2,82.7,83.8,77,65,55.7,42.3
"0220022011",2011,22,42.2,49.8,57.8,67,70.6,82.2,82.9,83,72.5,61.3,56.1,48
"0220022012",2012,22,50.8,52.2,65.4,65.8,74.3,78.2,81.9,79.5,74.4,62.1,52,51.6
"0220022013",2013,22,49.1,49,50.4,62.1,68.9,78.9,78.8,79.6,77,65.4,51.1,46.7
"0220022014",2014,22,38.5,46.3,51.6,62.7,70.8,78.6,77.5,79.8,76.5,66.5,48.8,50.2
"0220022015",2015,22,43.8,41.9,57.7,67,72.3,79.2,82.8,80.1,76.3,66.5,59.2,56.7
"0220022016",2016,22,43.7,50.9,60.2,65.2,70.5,80.2,82.4,82,79,69.2,58.2,49.4
"0220022017",2017,22,52.9,57.1,60.1,67.3,70.1,76.7,81.2,79.3,74.5,66.2,56.8,47.1
"0220022018",2018,22,40.1,56.9,57.1,58.9,75.8,80.6,81.8,80.3,78.9,67.4,50.5,49
"0220022019",2019,22,46.3,55,54.7,63.1,74.3,78.3,80.8,81.4,81.2,66.6,50.3,50.7
"0230021998",1998,23,35.3,41.2,41.1,54,69.2,73.6,78,76.8,73.4,58.6,48.4,36.4
"0230021999",1999,23,30.6,42.4,42.3,56.9,63.8,72.6,80,75.6,66.5,56.9,52,36.8
"0230022000",2000,23,33,42.2,48.2,54.4,67.2,71.2,76.1,79.5,69,60.1,39.8,21.1
"0230022001",2001,23,29.4,34.3,40.1,60.5,65.9,71.7,78.9,77.2,66.3,55.8,51.1,38.5
"0230022002",2002,23,35.1,37.3,40.5,57.3,61.4,74.7,79,76.9,70.8,53.1,42,35.7
"0230022003",2003,23,27.4,31.2,44.6,56.7,63.5,69.2,78.1,78.8,64.8,57.2,46.3,36.2
"0230022004",2004,23,29.8,33.1,48.3,56.2,67,70.8,74.3,70.7,68.5,58.4,47.8,34.7
