"ID","Year","StateID","Jan","Feb","Mar","Apr","May","June","July","Aug","Sept","Oct","Nov","Dec"
"0230022005",2005,23,33.3,40.1,43.4,56.8,63.2,75.2,78,77.8,72,56.9,47.3,30.8
"0230022006",2006,23,41.2,34.2,45.9,60.9,64.6,73.5,78.9,78.4,64.9,53.8,46.5,38.2
"0230022007",2007,23,31.7,29.4,53,52.3,68.3,73.4,75.9,81.3,70.5,60,45.2,33.2
"0230022008",2008,23,30.8,31,43.2,52.2,62.4,73.5,76.6,73.9,67.2,55.7,43.7,31
"0230022009",2009,23,27.7,38.4,46.5,53.4,63.8,74.6,72.8,72.6,66.6,50.9,49.8,30.6
"0230022010",2010,23,25.5,28.4,45,60.5,64.5,77.3,79.1,79,68.8,58.3,46.5,29.6
"0230022011",2011,23,26.7,33.2,45.1,56.8,62.8,75.8,82.7,77.8,64.8,57.2,47.4,37.4
"0230022012",2012,23,36.3,39.9,58.1,59,69.5,74.8,83.6,76.2,67,54.3,45.1,38.8
"0230022013",2013,23,33.8,34.4,38.3,52.1,63.4,73,75,74.6,70.7,55.9,41.8,30.3
"0230022014",2014,23,25.8,26.5,39.5,55.1,65.3,73.7,72.6,76.6,67.1,57.8,37.8,36.7
"0230022015",2015,23,31.2,26.2,44.5,57.7,64.8,74.3,77.4,73.4,71.6,57.7,48.9,42.4
"0230022016",2016,23,30.9,39.1,50.4,57.3,62.7,76.9,78.1,76.7,71.7,62.1,51,32.4
"0230022017",2017,23,35.4,45.1,48.4,58.5,64.1,73.5,78.8,72.1,70.4,59,46.2,34.3
"0230022018",2018,23,28,35.6,44,48.2,72.5,77.4,78.2,76.4,71.3,56.4,37.6,36.8
"0230022019",2019,23,31,33,40.9,56.7,64.5,72.4,77.6,75.3,74.8,54.3,40.2,39
"0240021998",1998,24,19,30.4,28.9,43.7,52.7,54.4,69.1,68.1,61.4,44.2,33.1,21.2
"0240021999",1999,24,22.2,30.2,35.2,40,48.7,57,64,66.4,51.6,44.7,39,29.5
"0240022000",2000,24,22.1,26.9,35.5,43.2,51.5,58,68.4,66.8,54.4,43.5,22.1,15.8
"0240022001",2001,24,24.6,16.5,33.8,41.1,53.3,58.4,67.1,68.9,58.7,42.7,36.3,22.4
"0240022002",2002,24,22.7,26.4,19.8,37.6,47.5,59.5,69.6,61.3,55.7,36.6,33.8,26.8
"0240022003",2003,24,24.7,21.4,29.8,44.1,50.1,58.4,70.3,70,54.6,47.5,24,25.1
"0240022004",2004,24,17,24.1,37.5,44.3,48.1,56.1,66.1,62.4,54.1,43.1,33.6,27.4
"0240022005",2005,24,18.1,28.9,34.6,42.7,49,57.7,67.6,63.9,55.4,45.1,33.2,20.5
"0240022006",2006,24,31.4,23.4,30.6,44.9,52.9,61.6,71.2,65.5,54.8,40.4,30.3,25.5
"0240022007",2007,24,21.8,22,38.9,40.9,52.1,60.7,73.3,65.8,55,44.6,31.6,21.6
"0240022008",2008,24,18.1,24.2,31.2,37.6,49.6,56.7,66.5,65.6,53.6,43.7,35.8,14
"0240022009",2009,24,21.1,25.1,28.3,39.8,50.5,56.6,64.6,63.4,60.7,36.4,35.2,12
"0240022010",2010,24,20.6,21.1,36.2,41.6,46.3,57.5,64.3,63.8,54.1,47.6,26.6,19
"0240022011",2011,24,19.1,16.4,28.6,37.7,47.1,56.3,66.6,66.8,58.3,45.9,30,26.2
"0240022012",2012,24,25.1,24.9,39.4,44.8,49.5,60.2,70.7,66.7,58.2,41,32.4,21.5
"0240022013",2013,24,21.7,27.4,30.5,36.9,51.9,59,67.5,67.3,58.8,40.8,30.4,16.4
"0240022014",2014,24,24.5,14.7,29.4,41,51.1,56.5,67.6,64.8,55.1,47.9,25.3,25
"0240022015",2015,24,24.7,26.9,39.5,42.8,49.6,63.8,66.2,65.9,57.3,48,30,23.6
"0240022016",2016,24,23.4,33.6,37.4,45,51,62.4,65.9,64.4,54.8,44.3,39.1,14.2
"0240022017",2017,24,15.2,25.4,35.8,42.1,52.3,60.6,71.6,65.5,55.2,42.6,30.7,21.1
"0240022018",2018,24,21.7,11.4,28.3,37.9,55.7,59.2,66.8,64.5,53,41.6,30.2,25
"0240022019",2019,24,24.7,5.1,25.2,41.9,47.7,58.6,65,64.8,55,35.4,29.3,25.8
"0250021998",1998,25,26.6,35.2,31.8,47.4,61.9,65,75.2,73.4,69.1,51.7,40.6,29.3
"0250021999",1999,25,26.4,37,39.2,47.1,58.2,66.9,76.1,71.8,60.3,51.2,45,32.5
"0250022000",2000,25,28.6,35,41.9,48.7,61.6,67.6,75.2,76.4,64.5,52.7,28.2,18.7
"0250022001",2001,25,27.5,22,35.8,50.6,59.8,68.5,77.1,73.9,63.6,51,43.9,30.3
"0250022002",2002,25,29.5,31.8,30.1,49.9,56,73.9,78.3,73,64.3,44.4,37.1,31.8
"0250022003",2003,25,26.9,25,38.7,50.5,57.4,66.1,76.4,75.5,61.1,54.6,34.7,30.5
"0250022004",2004,25,24,26.3,43.1,50.5,60.4,65.2,71.7,68.5,66.2,52.3,38.7,30.8
"0250022005",2005,25,23.1,34.4,39.4,49.7,57.8,70,75.9,72.6,67.5,51.9,41.1,25
"0250022006",2006,25,37.1,28.1,36.8,53.3,61.2,71.8,77.4,72.8,58.8,48,37.6,30.2
"0250022007",2007,25,21.6,23.1,45.6,46.4,62.1,69.2,76.1,75.6,64.7,53.6,39.5,22
"0250022008",2008,25,21.3,26.2,37.4,44.6,56.3,67.5,75,71.4,62.2,50.2,38.9,21.3
"0250022009",2009,25,25.5,31.8,37.4,46.1,59.1,66.8,70.2,69.4,61.8,42.3,42.2,18.6
"0250022010",2010,25,22.1,23,39.7,51.7,56.3,69.6,74.5,74.8,63.6,54,36.7,26.1
"0250022011",2011,25,20.4,24.5,37.1,47.5,56,68.2,77.7,73.9,60.6,52.7,38.2,28.6
"0250022012",2012,25,30.4,29.3,50.8,53.5,62.3,73.4,80,73,64,48.2,40,27.6
"0250022013",2013,25,25.5,28.8,34.8,42.5,58.5,68.8,73.2,73.8,68,48.8,36,22.8
"0250022014",2014,25,25.4,20.8,35.4,48.3,58.5,68.1,71.2,72.2,62.9,53.2,32.2,28
"0250022015",2015,25,27.2,26.1,42.9,50.5,56.2,69.8,73.3,70.9,68.6,54.3,40.1,29.7
"0250022016",2016,25,26,35,43.9,49.9,57.2,73.3,74.2,71.8,65,55.4,44.3,23.8
"0250022017",2017,25,24.8,35.4,42.2,49.7,57,70.7,76.8,69,65,50.9,39.9,26.6
"0250022018",2018,25,23,21.7,38.5,41.2,63.8,72.2,73.4,70.8,65.7,47.2,33.5,28.1
"0250022019",2019,25,26.4,17.3,31.7,49.2,53.5,68,74.5,71.4,68.3,44.2,35.2,30.2
"0260021998",1998,26,35.2,33.5,40.3,43.9,50,59.7,73.8,73.2,62.9,47.9,39.5,30.4
"0260021999",1999,26,34.5,35.7,41.2,42.5,54,64.1,71.5,69.4,62.8,54.1,44.6,32.5
"0260022000",2000,26,35,38.3,41,51.5,58.6,68.1,72.4,72.3,62.2,50,33.8,34.6
"0260022001",2001,26,29.7,32,43.8,45.7,61.8,67.1,72,74.2,65.5,54.7,41.6,30.6
"0260022002",2002,26,30.8,35.2,38.2,49.5,55.7,67.6,76.3,70.3,63.2,49.1,40.2,33.5
"0260022003",2003,26,40.7,34.1,42.7,44.2,57,67.8,77,72.4,64.8,57,35.9,33.3
"0260022004",2004,26,30.4,32.3,47.9,49.4,56.8,67,73.8,70.1,61.5,49.5,37.8,33.5
"0260022005",2005,26,32.4,35.4,41.5,45.8,56.3,61.5,75.9,71.4,60.1,51.7,42.1,33.9
"0260022006",2006,26,34.1,35.2,35.8,47.7,59,68.9,76.2,70.1,61.5,49.7,40.2,31.1
"0260022007",2007,26,27.4,36.8,45.9,49.2,58.8,67.6,76.9,72.9,61.4,49.9,42.3,29.2
"0260022008",2008,26,27.6,34.6,40.2,45.2,54.2,65.4,74.3,73.2,63.9,52,44.4,30
"0260022009",2009,26,34.4,35.3,40,46.1,60.6,62.4,74.1,70.2,66.7,47.9,40.7,26
"0260022010",2010,26,32.9,35.8,39.9,44.2,49.2,64.8,74.1,69.9,63.9,52.9,37.4,35.6
"0260022011",2011,26,32.9,32.8,40.6,44.4,50.8,62.4,71.9,72.5,65.6,52.4,37.6,30.9
"0260022012",2012,26,35,34.6,42.4,49.9,58,66.2,73.7,74.2,66.2,53.4,43.4,31.3
"0260022013",2013,26,26,33.3,44.7,48.4,56.5,68.6,76.3,71.6,62.5,48.1,41.5,28.4
"0260022014",2014,26,37.1,39.2,43.4,49,57.4,66.7,76.1,69.5,65.5,55.4,41.5,35.6
"0260022015",2015,26,37.7,42.8,47.6,47.8,55.4,71,70.9,72.7,65.9,56.2,35.9,30.8
"0260022016",2016,26,31.1,38,44.2,50.1,55.1,69.7,73.7,72.1,62.3,53.2,43.2,30.5
"0260022017",2017,26,29.1,38.1,45.7,47.1,57.1,68.6,76.2,73.5,61.6,50.4,44.4,34.8
"0260022018",2018,26,38.5,33.7,39.5,50,57.7,67.8,77,73.2,65,50.3,39.4,32
"0260022019",2019,26,34.1,30,40.1,50.1,51.7,64.3,72.8,73.1,61.7,45.6,41.8,33.2
"0270021998",1998,27,23.2,27.8,32.7,43.8,57.6,61.4,66.9,66.3,58.6,47.2,36.1,30.1
"0270021999",1999,27,18.8,24.4,31.5,42.4,55.4,66,69.1,64.6,61.2,44,40.2,27.1
"0270022000",2000,27,16.9,22.8,35.5,41.3,52.7,61.6,63.7,63.7,56.2,46.2,36.1,19.2
"0270022001",2001,27,18.5,20.8,26.8,40.8,55.2,64.2,64.3,68.6,58.3,47.9,38.9,30.6
"0270022002",2002,27,26.6,25,30.9,44,50.6,60.6,67.5,68.3,61.1,43.7,33.3,22.7
"0270022003",2003,27,11.5,16.3,28.4,38.7,52,62.5,67.6,67.9,58.6,44.9,37.4,24.2
"0270022004",2004,27,10.3,20.7,32.4,42.4,55.2,60,65.9,65.7,58.5,46,35.7,23
"0270022005",2005,27,16,22.5,26.6,44,48.6,66,68.7,67.4,60.9,48.4,36.6,22.7
"0270022006",2006,27,26.4,22.5,30.1,44.1,53.7,63.8,70,63.8,56.9,45.6,41,31.5
"0270022007",2007,27,21.5,14.9,28.1,39.2,54.3,62.5,65.6,65.6,59,51.4,33.5,21.6
"0270022008",2008,27,22,22.2,27.3,44,51.4,63.9,68.3,63.8,58.4,45,35.5,24.4
"0270022009",2009,27,12.3,21.7,30.1,44.4,53.3,60.2,64,67,56,43.4,40,23.2
"0270022010",2010,27,21.1,25.3,37,46.7,56.7,63,70.4,66,60.1,46.3,36.1,23.1
"0270022011",2011,27,16.8,18.7,29.3,42.4,55.8,62.1,69.1,66.2,61,48.2,40.2,29.4
"0270022012",2012,27,22.7,26.9,38.9,44.2,57,62.1,68.9,68.2,57.5,49.7,34.3,28.7
"0270022013",2013,27,20.2,23.1,30.8,42,54.9,63.2,70.6,64.8,57.4,48,33.2,22.2
"0270022014",2014,27,16.5,18.1,21.6,41.6,54,62.8,67.9,64,57.8,49.8,33.8,28.7
"0270022015",2015,27,14.6,8.1,23.8,40.6,58.9,60.2,66.9,67.6,62.7,45.2,39.6,35.2
"0270022016",2016,27,22.9,25.6,35.2,40.2,54.8,62.6,68.5,68.2,60.5,48,37.9,24.4
"0270022017",2017,27,25.7,26.7,25.3,45.8,52.2,62.6,66.5,64.1,62.2,53.9,34.6,19.6
"0270022018",2018,27,18.3,27,30.3,38,57.3,61.4,69.9,69.2,61.1,45,31.2,24.7
"0270022019",2019,27,18,21,27.4,42.4,51.3,61.6,70,65.7,57.5,47.9,31.5,24.7
"0280021998",1998,28,38.8,39.1,43.2,52.4,63.3,68.5,74.4,74.1,68.2,55.2,44.7,40
"0280021999",1999,28,33.1,35.4,40,50.8,60.5,70.6,78.4,73.8,67.2,53,48.6,37.6
"0280022000",2000,28,30,35.3,45.6,49.8,62,70.3,71,71,64.4,54.9,43,29
"0280022001",2001,28,29.8,35,38.2,51.4,61.6,71,71.1,75.5,64.8,55.4,48.8,41.1
"0280022002",2002,28,36.9,38.4,42.9,53.9,59.2,70.1,76.1,75.8,67.8,54.1,43.2,33.3
"0280022003",2003,28,26.4,28.2,41.3,48.5,56.9,67.4,74.5,75.1,66.9,52.9,48.5,35.5
"0280022004",2004,28,24.6,33.1,42.8,51.9,66,69,73.2,72.4,67.6,53.6,46.4,35.6
"0280022005",2005,28,30.1,34.2,37.1,52.5,56.6,72.1,76,76.4,70.2,56.3,47.4,32.5
"0280022006",2006,28,38.7,34.2,41.8,53.4,61.4,70.1,76.7,74.2,64.3,53.6,49.6,41.7
"0280022007",2007,28,36.7,27.1,40.9,48.6,62.8,70.6,73.7,73.4,68,62.1,43.5,35.6
"0280022008",2008,28,34.3,35.2,41.7,53,57.9,73,76,71.3,67.4,53.4,43.7,36.6
"0280022009",2009,28,26.9,35.1,40.8,52.5,61.3,67.6,72,74.9,64.7,53.4,49.2,34.4
"0280022010",2010,28,31.2,31.1,46.2,55.5,64,73.9,78.3,74.9,69.2,56,45,30.8
"0280022011",2011,28,27.2,34.4,41.2,53.9,63.7,71.9,78.4,73.5,68.9,55.8,48.9,40.5
"0280022012",2012,28,35.6,38.9,49.8,52.6,65.1,70,77.8,74.7,67,56.8,41.5,40.6
"0280022013",2013,28,33.9,32.8,38.6,51.5,60.9,71.2,77.8,71.4,64.4,57.1,42.9,36
"0280022014",2014,28,26,29.5,35.4,50.3,62,70.6,74.1,70.8,66.9,57,42,38.7
"0280022015",2015,28,27.9,22.3,35.9,51.5,66.1,70.3,75.2,74.3,70.7,54.5,49.7,48
"0280022016",2016,28,31.4,36,47,50.7,60.2,70.6,77.2,76.9,69.7,56.7,46.7,36.3
"0280022017",2017,28,36.2,40.4,38.9,55.9,60,70.4,75.5,71.6,68.2,60.4,44.4,33.2
"0280022018",2018,28,29.2,39.4,38.3,48,65.2,70.1,76.2,76.8,70.2,56.4,42.5,37.8
"0280022019",2019,28,31.6,34.7,39.4,54.8,62.8,70.6,78,74.5,69,58.2,41.3,36.4
"0290021998",1998,29,37.1,37.3,43.1,48.3,61.8,69.9,74.3,71.5,68.9,55.4,45.7,36.9
"0290021999",1999,29,39.3,42.6,46.9,50.3,59.8,68.3,72.4,71.1,64.4,55,47.7,34.2
"0290022000",2000,29,38.9,43.7,45.7,55.5,66,70.7,74.6,73.2,68,53.9,37.1,35.2
"0290022001",2001,29,31.8,39.3,44.4,54.2,63.1,71.5,75.2,71.5,66.7,56.8,45.7,34.7
"0290022002",2002,29,36,37,43.6,57.3,62.7,73.8,73.8,73.2,65.4,52.8,42.5,34.5
"0290022003",2003,29,40.2,38.6,45.1,52.9,63.2,69.2,76.8,73.5,66,58.9,44.6,36.8
"0290022004",2004,29,36.6,35,49.7,51.4,63.1,69.9,72.3,69.3,63.9,54.2,41.4,35.7
"0290022005",2005,29,39.9,40.1,43.1,51.7,61.6,69.8,75,70.8,67.3,55.2,45.3,36.8
"0290022006",2006,29,38.2,40.1,45.3,56.2,65,73,74.6,70.2,60.9,53.6,45.3,34.5
"0290022007",2007,29,30.8,39.2,47.6,51.6,60,69.8,73.3,73.7,67,56.5,46.1,35
"0290022008",2008,29,32.5,39.6,44.9,51.6,60.2,71.9,72,71,63.7,54.9,44.6,36.8
"0290022009",2009,29,37.8,41.8,47.2,51.7,63.6,69,74.8,72.2,63.9,52.5,45.2,31.6
"0290022010",2010,29,33.6,35.1,43.1,52.7,59.9,72.6,73.3,72.3,68.3,56.7,42,40.4
"0290022011",2011,29,33.8,35,49.2,55.6,59.6,73.1,76.6,76,66.3,55.3,43.5,31.4
"0290022012",2012,29,38.6,38.2,47.8,56.6,63.4,74.2,74.4,73.9,66.2,56.1,46.6,36
"0290022013",2013,29,32,36.1,46.6,52.6,61.6,74.1,73,72.3,66,52.6,42.7,34.5
"0290022014",2014,29,36.4,41.9,46,52.3,60.1,72.4,74.2,70.5,66.5,57.4,42.4,37.6
"0290022015",2015,29,35.6,41.4,47.6,52.5,58.3,71.6,73.1,73.4,69,57.5,43.4,35.9
"0290022016",2016,29,34.3,42,48.3,52.3,59.4,73,76.9,70.1,65.9,59.6,46.6,37.8
"0290022017",2017,29,37.2,44.5,51.2,53.7,60.1,72.8,74.6,70.8,66.4,56.4,50.2,38.7
"0290022018",2018,29,37,41.3,47.2,55.1,65.5,74.3,75.1,73,66.9,53.9,41.2,35.6
"0290022019",2019,29,35.6,38.1,45.6,53.9,58.1,69.4,75.5,75.3,69,52.2,43.5,37.2
"0300021998",1998,30,27.5,30.2,34.8,46,60.4,63.7,67.7,68,61.1,49.4,38.5,32.8
"0300021999",1999,30,20.7,27.1,30.1,44,57.4,66.7,71.3,65.8,62.1,46.7,42.2,28.6
"0300022000",2000,30,19.2,25.9,37.9,42.6,56.4,63.6,64.8,65.4,58.3,48.8,36.3,19.4
"0300022001",2001,30,22.4,24.7,28,44.4,57,64.8,65.9,70,59.4,50.1,43.1,33.4
"0300022002",2002,30,29.1,29.1,33.2,45.9,51.3,64.4,70,69,63.1,46.2,36,24.8
"0300022003",2003,30,14.6,18.3,31.7,41.3,53.8,62.7,68.1,69.1,60.5,46.2,40.5,27.5
"0300022004",2004,30,12.8,21.6,34.8,44.1,58.5,62,67.3,65.8,61.9,48.4,38.8,26
"0300022005",2005,30,18.6,24.1,27.6,45.9,51,69.1,71.1,70.1,63.2,49.7,40.5,23.8
"0300022006",2006,30,30.1,24.7,31.7,45.7,55.7,64.4,71,66.8,58.1,46.6,42.4,34.4
"0300022007",2007,30,25.2,16.2,30.2,41.2,56.2,65.7,66.7,67.8,62,54.9,35.9,25.9
"0300022008",2008,30,25.9,23.5,29.3,48.4,51.7,66.6,69.1,64.8,60.7,46.4,36.4,26.5
"0300022009",2009,30,15,24.7,33.1,45.8,55.1,62.1,65.2,67.9,58.4,45.9,41.8,25.2
"0300022010",2010,30,21.8,24.1,38.2,49.2,58.6,65.1,71.4,68.2,60.9,48.5,37.9,23.1
"0300022011",2011,30,18.6,21.8,30.9,45,58,65.1,71.4,67.6,62.6,49.6,43.1,31.8
"0300022012",2012,30,26,29.9,43.3,43.9,60.5,64.6,71.4,68.4,59.9,50.9,35.7,31.6
"0300022013",2013,30,24.3,23.3,30.6,43.4,57.2,64,71.2,65.8,58.3,50.8,34.4,25.4
"0300022014",2014,30,16.9,18.8,23.6,43.5,56.7,65,67.4,65.3,60.1,51.3,35.3,30.2
"0300022015",2015,30,16.2,9.2,25.5,43.3,61,63,68.1,67.5,65,47.4,42.8,39.3
"0300022016",2016,30,23.7,26.7,37.7,41.3,55.8,64.1,70.4,70.9,62.9,50.5,40.2,27.6
"0300022017",2017,30,27.9,30.6,28.2,48.8,54,64,68.1,65.6,62.3,54.8,36.2,22.6
"0300022018",2018,30,19.1,29.4,29.9,37.8,60,63.4,71.2,70.4,63.6,47.7,33.3,28.5
"0300022019",2019,30,19.4,24.2,29.5,44.5,54.2,62.9,71,66.6,60.3,50.2,32.8,27.3
"0310021998",1998,31,44.3,45.6,49.4,58.5,68.4,75.8,78.4,76.5,73.2,61,51.8,47
"0310021999",1999,31,45,44.8,46.6,60.4,65.2,72.4,78.6,77.8,68.6,58.7,54.5,43.4
"0310022000",2000,31,38.8,45.6,53.4,56.9,69.1,75,75.4,75,69.1,59.7,47.5,35.1
"0310022001",2001,31,39.3,46.4,47.2,59.8,66.3,74.3,74.6,76.7,67.6,57.7,54.8,48
"0310022002",2002,31,42.6,44.4,51.1,62.5,65.3,75.2,78.7,77,72.2,62.1,48.1,40.5
"0310022003",2003,31,36.4,41.4,52.8,57.6,65.8,72.5,76.6,77.3,69.4,58.9,55.7,40.3
"0310022004",2004,31,37.9,40.4,51.8,58.8,71.1,74.4,77.3,73.9,70.2,61.6,52.8,41.9
"0310022005",2005,31,43,43.8,47.2,57.6,63.3,73.5,79.2,78.1,73.6,61.7,52.1,40
"0310022006",2006,31,46.6,42.1,49.8,61.7,64.2,73.1,77.6,78.3,68.1,57.7,51.5,47.1
"0310022007",2007,31,44.2,39.1,53.8,57.3,66,74.1,75.8,80.6,72.4,65.4,49.5,47.5
"0310022008",2008,31,40.1,46.2,51,58.7,64.8,77.1,76.6,75.5,70.8,57.8,47.2,46.1
"0310022009",2009,31,38.7,42.8,49.3,58.7,67.5,75.1,75.2,77.4,69.6,58.9,52.7,40.7
"0310022010",2010,31,36.6,36.9,49.5,61.3,69.5,78.8,79.4,78.6,73.1,60.9,50,33.6
"0310022011",2011,31,36.2,45.7,50.6,61.4,67.6,77,80,77.7,71,58.2,52.4,46.9
"0310022012",2012,31,43.9,45.8,58.7,59.2,69.6,72.3,80.3,75.6,69.8,59.5,46.3,47.6
"0310022013",2013,31,44.1,41.8,44,58.7,65.1,74.3,77,74.4,69.4,60.7,47.8,45.4
"0310022014",2014,31,35.3,43,45.5,59.2,68.5,75.2,75.7,74.3,71.2,61.4,45.8,45.1
"0310022015",2015,31,39.4,34.9,50.7,60,68.6,77.3,78.5,76.1,71.6,60,54.4,54.7
"0310022016",2016,31,38.4,43.2,56.2,58.7,65.8,75.3,80.1,79.2,74.3,63.2,51.7,44
"0310022017",2017,31,45.4,50.7,50,63.9,67.7,73.8,78.7,75.8,70.5,62.8,50.3,42.4
"0310022018",2018,31,35.9,51.9,46.3,56.1,71.6,76.8,77.2,77.3,76.2,62.5,48.4,45
"0310022019",2019,31,42,48.1,48.8,61.1,72.2,74.2,79,77,74.9,64.6,47.4,46.6
"0320021998",1998,32,10.4,27.8,21.8,46.9,56.9,59.8,70.2,70.6,62.4,45.4,28.8,17.4
"0320021999",1999,32,6.9,22.9,31.2,42.6,54.3,62.6,69.2,67.3,53.6,43.3,37.3,24.3
"0320022000",2000,32,12.4,22.1,35.1,41.6,55.4,60.4,69.7,68.4,57,46.3,21.7,2.8
"0320022001",2001,32,17,5.5,27.1,42.6,56,62.7,70.2,70.3,58.3,42.2,37.1,17.9
"0320022002",2002,32,16.9,24.1,16.3,38.2,48.6,65.6,72.1,66.1,59.2,34.7,29.4,20.8
"0320022003",2003,32,10.7,8.8,22.8,44.9,53.3,62,69.9,72.2,56.8,47.9,19.6,20.3
"0320022004",2004,32,3.8,15.5,30.4,43.4,49.8,59.1,67.1,61.5,59,44.2,33.3,19.4
"0320022005",2005,32,6.4,20.3,28.9,46.8,51.2,64.9,69.8,66.1,59.7,45.4,31.5,17.8
"0320022006",2006,32,25.9,15,27.5,48.5,55.5,65.3,73.8,69.1,55.7,39.9,28.4,21.4
"0320022007",2007,32,13.7,7.7,32.6,40.7,55.8,65.3,73.1,66,58.1,46.3,29.2,12.7
"0320022008",2008,32,9.6,10.3,26.5,40,51.4,60.8,69.2,68.6,56.7,44.4,29.5,5
"0320022009",2009,32,5,11.4,20,39.2,51.7,60.7,64.6,64.5,63.3,38,36.4,7.4
"0320022010",2010,32,9.7,9.3,31.6,47.2,52.4,63.1,68.8,69,54.6,48,27.2,9.6
"0320022011",2011,32,6.4,10,19.2,39.1,50.9,62.4,71.1,68.6,58.3,48.4,30.5,23
"0320022012",2012,32,20,21,40.6,45.8,55,65.5,74.1,67.4,58.2,41.2,27.5,13.3
"0320022013",2013,32,11.4,16.8,17.6,31.3,53.4,63.3,68.3,68.6,62,41.6,26.2,5
"0320022014",2014,32,8.5,5.6,22.7,38.2,53.7,62.5,66.8,67,57.8,46.5,20.2,18.2
"0320022015",2015,32,16,8.4,33,44.3,52.4,65.1,69.9,68,62,47.8,32.5,21.1
"0320022016",2016,32,14.6,25.6,36.3,41.8,56.6,66,69.3,68,58.6,46.1,39.3,10.2
"0320022017",2017,32,11.2,20.5,27.4,42.7,54.8,64.8,72.2,65.2,58.3,45,26.4,15.6
"0320022018",2018,32,11.8,5.4,24.7,33.3,60.2,67.4,69.3,67.6,55,39.1,22.9,20.8
"0320022019",2019,32,9.8,-2.7,20.6,41.8,49.6,64,69.3,65.5,58.3,37.6,26.1,16.1
"0330021998",1998,33,35.6,38.7,41.8,51.2,65,69.1,72,72.7,68,54.2,43.9,36.9
"0330021999",1999,33,28.4,34.8,35.3,52.8,62.1,71.1,76.8,70,64.7,52.6,46.2,33
"0330022000",2000,33,26.2,35.6,44.9,49.7,62.9,69.8,69.9,69.7,63.2,55.9,40.1,21.6
"0330022001",2001,33,27.5,34,36.3,53.9,61.5,68.4,71.9,73,62.3,53.8,48.1,37.7
"0330022002",2002,33,34.1,35,39.2,52.6,56.7,71.4,75.7,74.2,68.3,52,40.4,30.8
"0330022003",2003,33,21.5,25.4,41,52,59.5,66,71.6,72.6,62.8,51.2,46.4,32.8
"0330022004",2004,33,23.5,30.2,42.6,51,64.5,67.9,71.4,68.6,66.1,53.6,45.2,31.5
"0330022005",2005,33,29.4,32.7,35.5,52.2,56.4,72.6,75.1,74.2,67.7,54.2,44.3,27.2
"0330022006",2006,33,38.8,31.4,38.9,54.3,59.1,67.6,74.2,73.3,61.9,50.5,44.2,38.3
"0330022007",2007,33,33,19.4,43.9,48.4,63.9,70.6,70.6,75,67.4,59.9,42,33.1
"0330022008",2008,33,29.1,28.4,36.8,52.9,57,70.8,72.3,70.4,67,52,39.9,31
"0330022009",2009,33,20.8,31.4,42.3,51.1,61.1,69,68.5,71,64.6,50,46.1,30.6
"0330022010",2010,33,25,25.7,42.2,55.3,63.4,72.2,75.1,74.2,65.9,54.7,41.9,24.8
"0330022011",2011,33,23.5,30.5,39.6,52.1,61.7,70.4,77.3,71.9,64.2,52.7,46.9,36.9
"0330022012",2012,33,32.1,35.1,52.2,50.2,66.4,70.3,77.5,71.4,63.3,52.4,39.6,37.7
"0330022013",2013,33,30.5,29.2,35,50.6,63.2,69.5,72.5,70.2,64.5,54.3,39,32
"0330022014",2014,33,19.8,23.4,33.6,51.4,61.7,70.6,69.4,71,64,53.3,36.8,35.3
"0330022015",2015,33,24.4,17.3,35.9,51.5,65,69.8,71.6,70.1,68.4,54.4,47.3,43.7
"0330022016",2016,33,27.2,33.6,46.5,50.2,59.7,71.2,74.8,76,69.2,57.7,45.8,31
"0330022017",2017,33,34.6,40.5,40.4,56.6,60.1,69.6,73,69.7,65.8,57.4,41.8,29.2
"0330022018",2018,33,25,36.6,36.4,45.1,68,71.4,73.8,73.6,69.6,54.3,37.4,35.1
"0330022019",2019,33,27.4,33,36.8,52.3,62.8,68.8,75.9,71.8,69.8,56.5,37.4,36.2
"0340021998",1998,34,40.4,44.8,46.3,57,72,79.9,85.9,82.6,79.6,63.6,52.4,40.6
"0340021999",1999,34,39.7,49.2,48.7,60.1,67.2,75.1,82.2,83.2,70.3,61.6,56.1,42.7
"0340022000",2000,34,40.3,48,52.8,58.5,70.5,74,81,85.3,75.3,63.8,43.3,30.9
"0340022001",2001,34,35.8,41.2,46.7,63.6,69,76.8,85.6,82.8,70.9,60.3,54,42.7
"0340022002",2002,34,40,41.2,46.8,61.4,66.5,77.2,80.6,81.1,74,56.6,47.2,40.4
"0340022003",2003,34,37.2,38.3,49.7,60.9,68.7,73.3,83.3,82.7,69,62.8,50.3,42.2
"0340022004",2004,34,39.1,39.1,55.1,59.9,70.8,74.9,78,76,73.6,63.5,50.3,41.5
"0340022005",2005,34,39.7,45.3,50.3,59.6,67.5,77.4,80.3,80.6,76.4,62.2,52.5,38.3
"0340022006",2006,34,46.8,41,53.3,65.9,70.6,77.9,83.9,84.1,69.3,60.7,50.8,41.6
"0340022007",2007,34,35.1,39.3,58.3,55.5,68.9,74.9,78.7,82.6,74.1,64.1,50.9,38.2
"0340022008",2008,34,38.3,41.2,50.8,57.8,68.5,78.2,81.7,79.1,70.1,60.1,50.2,38.6
"0340022009",2009,34,37.5,47.2,52.1,58.3,66,79.1,80.8,78.9,70.1,54.8,53.6,34.6
"0340022010",2010,34,35.2,35.7,49,61.5,68.2,81,81.9,83.9,75,62.3,50.4,39.5
